"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:53:12,3089137","PrefUtil.exe","9864","CloseFile","C:\Program Files\Tablet\Wacom\PrefUtil.exe","SUCCESS",""
"16:53:12,3089989","PrefUtil.exe","9864","CloseFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS",""
"16:53:12,3091056","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"16:53:12,3091419","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\shellFeatureInbox.sdb","NAME NOT FOUND","Length: 0"
"16:53:12,3091689","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"16:53:12,3093223","PrefUtil.exe","9864","CreateFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:12,3094295","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","AllocationSize: 16.384, EndOfFile: 13.002, NumberOfLinks: 2, DeletePending: False, Directory: False"
"16:53:12,3094490","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","AllocationSize: 16.384, EndOfFile: 13.002, NumberOfLinks: 2, DeletePending: False, Directory: False"
"16:53:12,3094716","PrefUtil.exe","9864","CreateFileMapping","C:\Windows\apppatch\shellFeatureInbox.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:12,3094934","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","AllocationSize: 16.384, EndOfFile: 13.002, NumberOfLinks: 2, DeletePending: False, Directory: False"
"16:53:12,3095366","PrefUtil.exe","9864","CreateFileMapping","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","SyncType: SyncTypeOther"
"16:53:12,3096106","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"16:53:12,3096519","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"16:53:12,3097192","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"16:53:12,3098725","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"16:53:12,3100311","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"16:53:12,3102421","PrefUtil.exe","9864","CreateFile","C:\Program Files\Tablet\Wacom\PrefUtil.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:12,3104184","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Program Files\Tablet\Wacom\PrefUtil.exe","SUCCESS","AllocationSize: 3.719.168, EndOfFile: 3.718.608, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:53:12,3104844","PrefUtil.exe","9864","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"16:53:12,3105558","PrefUtil.exe","9864","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 110, Data: C:\Users\SIW\AppData\Local\Microsoft\Windows\INetCache"
"16:53:12,3106367","PrefUtil.exe","9864","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"16:53:12,3107158","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Read"
"16:53:12,3107709","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Program Files\Tablet\Wacom\PrefUtil.exe","NAME NOT FOUND","Length: 1.024"
"16:53:12,3110061","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"16:53:12,3110632","PrefUtil.exe","9864","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Read"
"16:53:12,3111007","PrefUtil.exe","9864","RegQueryValue","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Program Files\Tablet\Wacom\PrefUtil.exe","NAME NOT FOUND","Length: 1.024"
"16:53:12,3111273","PrefUtil.exe","9864","RegCloseKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"16:53:12,3111820","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Custom\PrefUtil.exe","NAME NOT FOUND","Desired Access: Read"
"16:53:12,3112570","PrefUtil.exe","9864","CloseFile","C:\Program Files\Tablet\Wacom\PrefUtil.exe","SUCCESS",""
"16:53:12,3113387","PrefUtil.exe","9864","CloseFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS",""
"16:53:12,3114920","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"16:53:12,3115227","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\shellFeatureInbox.sdb","NAME NOT FOUND","Length: 0"
"16:53:12,3115557","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"16:53:12,3117107","PrefUtil.exe","9864","CreateFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:12,3118097","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","AllocationSize: 16.384, EndOfFile: 13.002, NumberOfLinks: 2, DeletePending: False, Directory: False"
"16:53:12,3118927","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","AllocationSize: 16.384, EndOfFile: 13.002, NumberOfLinks: 2, DeletePending: False, Directory: False"
"16:53:12,3119451","PrefUtil.exe","9864","CreateFileMapping","C:\Windows\apppatch\shellFeatureInbox.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:12,3119747","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","AllocationSize: 16.384, EndOfFile: 13.002, NumberOfLinks: 2, DeletePending: False, Directory: False"
"16:53:12,3120255","PrefUtil.exe","9864","CreateFileMapping","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","SyncType: SyncTypeOther"
"16:53:12,3121150","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"16:53:12,3123180","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"16:53:12,3123886","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"16:53:12,3124393","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"16:53:12,3124620","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"16:53:12,3126969","PrefUtil.exe","9864","CreateFile","C:\Program Files\Tablet\Wacom\PrefUtil.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:12,3127487","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Program Files\Tablet\Wacom\PrefUtil.exe","SUCCESS","AllocationSize: 3.719.168, EndOfFile: 3.718.608, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:53:12,3127662","PrefUtil.exe","9864","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"16:53:12,3127831","PrefUtil.exe","9864","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 110, Data: C:\Users\SIW\AppData\Local\Microsoft\Windows\INetCache"
"16:53:12,3128092","PrefUtil.exe","9864","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"16:53:12,3128410","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Read"
"16:53:12,3128604","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Program Files\Tablet\Wacom\PrefUtil.exe","NAME NOT FOUND","Length: 1.024"
"16:53:12,3128742","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"16:53:12,3128887","PrefUtil.exe","9864","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Read"
"16:53:12,3129096","PrefUtil.exe","9864","RegQueryValue","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Program Files\Tablet\Wacom\PrefUtil.exe","NAME NOT FOUND","Length: 1.024"
"16:53:12,3129408","PrefUtil.exe","9864","RegCloseKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"16:53:12,3129564","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Custom\PrefUtil.exe","NAME NOT FOUND","Desired Access: Read"
"16:53:12,3129901","PrefUtil.exe","9864","CloseFile","C:\Program Files\Tablet\Wacom\PrefUtil.exe","SUCCESS",""
"16:53:12,3130265","PrefUtil.exe","9864","CloseFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS",""
"16:53:12,3130779","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"16:53:12,3130912","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\shellFeatureInbox.sdb","NAME NOT FOUND","Length: 0"
"16:53:12,3131030","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"16:53:12,3131701","PrefUtil.exe","9864","CreateFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:12,3132194","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","AllocationSize: 16.384, EndOfFile: 13.002, NumberOfLinks: 2, DeletePending: False, Directory: False"
"16:53:12,3132283","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","AllocationSize: 16.384, EndOfFile: 13.002, NumberOfLinks: 2, DeletePending: False, Directory: False"
"16:53:12,3132386","PrefUtil.exe","9864","CreateFileMapping","C:\Windows\apppatch\shellFeatureInbox.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:12,3132492","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","AllocationSize: 16.384, EndOfFile: 13.002, NumberOfLinks: 2, DeletePending: False, Directory: False"
"16:53:12,3132664","PrefUtil.exe","9864","CreateFileMapping","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","SyncType: SyncTypeOther"
"16:53:12,3133046","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"16:53:12,3133179","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"16:53:12,3133296","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"16:53:12,3133401","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"16:53:12,3133653","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"16:53:12,3134281","PrefUtil.exe","9864","CreateFile","C:\Program Files\Tablet\Wacom\PrefUtil.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:12,3135118","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Program Files\Tablet\Wacom\PrefUtil.exe","SUCCESS","AllocationSize: 3.719.168, EndOfFile: 3.718.608, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:53:12,3135504","PrefUtil.exe","9864","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"16:53:12,3135853","PrefUtil.exe","9864","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 110, Data: C:\Users\SIW\AppData\Local\Microsoft\Windows\INetCache"
"16:53:12,3136145","PrefUtil.exe","9864","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"16:53:12,3136616","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Read"
"16:53:12,3137018","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Program Files\Tablet\Wacom\PrefUtil.exe","NAME NOT FOUND","Length: 1.024"
"16:53:12,3137231","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"16:53:12,3137526","PrefUtil.exe","9864","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Read"
"16:53:12,3137879","PrefUtil.exe","9864","RegQueryValue","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Program Files\Tablet\Wacom\PrefUtil.exe","NAME NOT FOUND","Length: 1.024"
"16:53:12,3138099","PrefUtil.exe","9864","RegCloseKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"16:53:12,3138320","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Custom\PrefUtil.exe","NAME NOT FOUND","Desired Access: Read"
"16:53:12,3138914","PrefUtil.exe","9864","CloseFile","C:\Program Files\Tablet\Wacom\PrefUtil.exe","SUCCESS",""
"16:53:12,3139430","PrefUtil.exe","9864","CloseFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS",""
"16:53:12,3140633","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"16:53:12,3140920","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\shellFeatureInbox.sdb","NAME NOT FOUND","Length: 0"
"16:53:12,3141151","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"16:53:12,3142226","PrefUtil.exe","9864","CreateFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:12,3143043","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","AllocationSize: 16.384, EndOfFile: 13.002, NumberOfLinks: 2, DeletePending: False, Directory: False"
"16:53:12,3143230","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","AllocationSize: 16.384, EndOfFile: 13.002, NumberOfLinks: 2, DeletePending: False, Directory: False"
"16:53:12,3143559","PrefUtil.exe","9864","CreateFileMapping","C:\Windows\apppatch\shellFeatureInbox.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:12,3143909","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","AllocationSize: 16.384, EndOfFile: 13.002, NumberOfLinks: 2, DeletePending: False, Directory: False"
"16:53:12,3144347","PrefUtil.exe","9864","CreateFileMapping","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS","SyncType: SyncTypeOther"
"16:53:12,3145018","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"16:53:12,3145367","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"16:53:12,3145604","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"16:53:12,3145860","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"16:53:12,3146155","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"16:53:12,3147328","PrefUtil.exe","9864","CreateFile","C:\Program Files\Tablet\Wacom\PrefUtil.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:12,3148082","PrefUtil.exe","9864","QueryStandardInformationFile","C:\Program Files\Tablet\Wacom\PrefUtil.exe","SUCCESS","AllocationSize: 3.719.168, EndOfFile: 3.718.608, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:53:12,3148469","PrefUtil.exe","9864","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"16:53:12,3148883","PrefUtil.exe","9864","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 110, Data: C:\Users\SIW\AppData\Local\Microsoft\Windows\INetCache"
"16:53:12,3149197","PrefUtil.exe","9864","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"16:53:12,3149633","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Read"
"16:53:12,3150414","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Program Files\Tablet\Wacom\PrefUtil.exe","NAME NOT FOUND","Length: 1.024"
"16:53:12,3150743","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"16:53:12,3151026","PrefUtil.exe","9864","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Read"
"16:53:12,3151330","PrefUtil.exe","9864","RegQueryValue","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Program Files\Tablet\Wacom\PrefUtil.exe","NAME NOT FOUND","Length: 1.024"
"16:53:12,3151643","PrefUtil.exe","9864","RegCloseKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"16:53:12,3151884","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Custom\PrefUtil.exe","NAME NOT FOUND","Desired Access: Read"
"16:53:12,3152568","PrefUtil.exe","9864","CloseFile","C:\Program Files\Tablet\Wacom\PrefUtil.exe","SUCCESS",""
"16:53:12,3153112","PrefUtil.exe","9864","CloseFile","C:\Windows\apppatch\shellFeatureInbox.sdb","SUCCESS",""
"16:53:12,3250260","PrefUtil.exe","9864","CreateFile","C:\Windows\System32\UIAutomationCore.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:12,3251422","PrefUtil.exe","9864","QueryBasicInformationFile","C:\Windows\System32\UIAutomationCore.dll","SUCCESS","CreationTime: 13.11.2025 13:03:07, LastAccessTime: 30.04.2026 16:53:03, LastWriteTime: 13.11.2025 13:03:08, ChangeTime: 13.11.2025 18:13:47, FileAttributes: A"
"16:53:12,3252360","PrefUtil.exe","9864","CloseFile","C:\Windows\System32\UIAutomationCore.dll","SUCCESS",""
"16:53:12,3253926","PrefUtil.exe","9864","CreateFile","C:\Windows\System32\UIAutomationCore.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:12,3255144","PrefUtil.exe","9864","CreateFileMapping","C:\Windows\System32\UIAutomationCore.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:12,3256021","PrefUtil.exe","9864","CreateFileMapping","C:\Windows\System32\UIAutomationCore.dll","SUCCESS","SyncType: SyncTypeOther"
"16:53:12,3257399","PrefUtil.exe","9864","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\","REPARSE","Desired Access: Read"
"16:53:12,3259095","PrefUtil.exe","9864","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP","SUCCESS","Desired Access: Read"
"16:53:12,3261613","PrefUtil.exe","9864","RegQueryValue","HKLM\System\CurrentControlSet\Control\Srp\Gp\RuleCount","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2"
"16:53:12,3262253","PrefUtil.exe","9864","RegCloseKey","HKLM\System\CurrentControlSet\Control\Srp\Gp","SUCCESS",""
"16:53:12,3266748","PrefUtil.exe","9864","Load Image","C:\Windows\System32\UIAutomationCore.dll","SUCCESS","Image Base: 0x7ffbef2e0000, Image Size: 0x44a000"
"16:53:12,3271804","PrefUtil.exe","9864","CloseFile","C:\Windows\System32\UIAutomationCore.dll","SUCCESS",""
"16:53:12,3277116","PrefUtil.exe","9864","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"16:53:12,3277814","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"16:53:12,3278571","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS",""
"16:53:12,3279616","PrefUtil.exe","9864","CreateFile","C:\Windows\System32\UIAutomationCore.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:12,3287174","PrefUtil.exe","9864","CloseFile","C:\Windows\System32\UIAutomationCore.dll","SUCCESS",""
"16:53:12,3298707","PrefUtil.exe","9864","Thread Create","","SUCCESS","Thread ID: 13232"
"16:53:12,3322335","PrefUtil.exe","9864","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx","SUCCESS","Desired Access: Read"
"16:53:12,3322970","PrefUtil.exe","9864","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx\AllowDevelopmentWithoutDevLicense","NAME NOT FOUND","Length: 24"
"16:53:12,3323560","PrefUtil.exe","9864","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx","SUCCESS",""
"16:53:12,3325038","PrefUtil.exe","9864","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModelUnlock","SUCCESS","Desired Access: Read"
