"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:52:53,0822957","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:53,0826369","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:53,0830040","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:53,0833128","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:53,0835961","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:53,0838805","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:53,0841646","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:53,1005053","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TabletUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TabletUser.exe"
"16:52:53,1006608","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe"
"16:52:53,1007904","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\WacomHost.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\WacomHost.exe"
"16:52:53,1009170","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_Tablet.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_Tablet.exe"
"16:52:53,1010656","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TouchUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TouchUser.exe"
"16:52:54,1044353","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:54,1046992","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:54,1050113","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:54,1053095","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:54,1055937","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:54,1058814","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:54,1062208","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:52:54,1226877","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TabletUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TabletUser.exe"
"16:52:54,1228731","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe"
"16:52:54,1230176","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\WacomHost.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\WacomHost.exe"
"16:52:54,1231454","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_Tablet.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_Tablet.exe"
"16:52:54,1232528","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TouchUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TouchUser.exe"
"16:53:05,3587790","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:05,3591830","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:05,3595107","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:05,3598246","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:05,3601241","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:05,3604050","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:05,3606850","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:05,3765120","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TabletUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TabletUser.exe"
"16:53:05,3766696","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe"
"16:53:05,3767928","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\WacomHost.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\WacomHost.exe"
"16:53:05,3769129","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_Tablet.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_Tablet.exe"
"16:53:05,3770372","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TouchUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TouchUser.exe"
"16:53:06,3829449","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:06,3832772","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:06,3835587","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:06,3838310","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:06,3841338","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:06,3846782","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:06,3849995","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:06,4039042","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TabletUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TabletUser.exe"
"16:53:06,4040710","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe"
"16:53:06,4041988","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\WacomHost.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\WacomHost.exe"
"16:53:06,4043249","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_Tablet.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_Tablet.exe"
"16:53:06,4044520","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TouchUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TouchUser.exe"
"16:53:07,4055049","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:07,4058332","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:07,4061137","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:07,4063832","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:07,4066466","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:07,4069084","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:07,4071701","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:07,4245414","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TabletUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TabletUser.exe"
"16:53:07,4247125","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe"
"16:53:07,4248427","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\WacomHost.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\WacomHost.exe"
"16:53:07,4249657","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_Tablet.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_Tablet.exe"
"16:53:07,4250927","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TouchUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TouchUser.exe"
"16:53:08,4280136","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:08,4283778","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:08,4286828","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:08,4289711","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:08,4292395","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:08,4295019","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:08,4297627","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:08,4457405","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TabletUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TabletUser.exe"
"16:53:08,4459032","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe"
"16:53:08,4460319","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\WacomHost.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\WacomHost.exe"
"16:53:08,4461568","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_Tablet.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_Tablet.exe"
"16:53:08,4462858","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TouchUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TouchUser.exe"
"16:53:09,4018687","WTabletServicePro.exe","7416","Thread Create","","SUCCESS","Thread ID: 14572"
"16:53:09,4502312","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:09,4506087","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:09,4509267","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:09,4512183","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:09,4515024","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:09,4517823","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:09,4520497","WTabletServicePro.exe","7416","CreateFile","C:\Program Files\Tablet\Wacom\WTabletServicePro.ilk","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:09,4684818","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TabletUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TabletUser.exe"
"16:53:09,4686531","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_UpdateUtil.exe"
"16:53:09,4687820","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\WacomHost.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\WacomHost.exe"
"16:53:09,4689054","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_Tablet.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_Tablet.exe"
"16:53:09,4690423","WTabletServicePro.exe","7416","QueryNameInformationFile","C:\Program Files\Tablet\Wacom\Wacom_TouchUser.exe","SUCCESS","Name: \Program Files\Tablet\Wacom\Wacom_TouchUser.exe"
"16:53:10,2071516","Wacom_Tablet.exe","17276","QueryNameInformationFile","C:\Windows\explorer.exe","SUCCESS","Name: \Windows\explorer.exe"
"16:53:10,2075293","Wacom_Tablet.exe","17276","QueryNameInformationFile","C:\Windows\explorer.exe","SUCCESS","Name: \Windows\explorer.exe"
"16:53:10,2081658","Wacom_Tablet.exe","17276","CreateFile","C:\Windows\explorer.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2083471","Wacom_Tablet.exe","17276","QueryBasicInformationFile","C:\Windows\explorer.exe","SUCCESS","CreationTime: 13.11.2025 13:02:58, LastAccessTime: 30.04.2026 16:52:55, LastWriteTime: 13.11.2025 13:02:58, ChangeTime: 13.11.2025 18:13:49, FileAttributes: A"
"16:53:10,2083824","Wacom_Tablet.exe","17276","CloseFile","C:\Windows\explorer.exe","SUCCESS",""
"16:53:10,2086891","Wacom_Tablet.exe","17276","CreateFile","C:\Windows\explorer.exe","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2088599","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Windows\explorer.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:10,2089103","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Windows\explorer.exe","SUCCESS","SyncType: SyncTypeOther"
"16:53:10,2089875","Wacom_Tablet.exe","17276","CloseFile","C:\Windows\explorer.exe","SUCCESS",""
"16:53:10,2091333","Wacom_Tablet.exe","17276","RegOpenKey","HKLM\Software\Microsoft\LanguageOverlay\OverlayPackages\de-DE","SUCCESS","Desired Access: Read"
"16:53:10,2091935","Wacom_Tablet.exe","17276","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\de-DE\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"16:53:10,2092372","Wacom_Tablet.exe","17276","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\de-DE\Latest","SUCCESS","Type: REG_SZ, Length: 212, Data: "
"16:53:10,2093147","Wacom_Tablet.exe","17276","RegCloseKey","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\de-DE","SUCCESS",""
"16:53:10,2095242","Wacom_Tablet.exe","17276","CreateFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2096656","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:10,2096897","Wacom_Tablet.exe","17276","QueryStandardInformationFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS","AllocationSize: 28.672, EndOfFile: 27.168, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:53:10,2097297","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS","SyncType: SyncTypeOther"
"16:53:10,2098718","Wacom_Tablet.exe","17276","CloseFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS",""
"16:53:10,2102470","Wacom_Tablet.exe","17276","CreateFile","C:\Windows\explorer.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2103124","Wacom_Tablet.exe","17276","QueryBasicInformationFile","C:\Windows\explorer.exe","SUCCESS","CreationTime: 13.11.2025 13:02:58, LastAccessTime: 30.04.2026 16:53:10, LastWriteTime: 13.11.2025 13:02:58, ChangeTime: 13.11.2025 18:13:49, FileAttributes: A"
"16:53:10,2103299","Wacom_Tablet.exe","17276","CloseFile","C:\Windows\explorer.exe","SUCCESS",""
"16:53:10,2104557","Wacom_Tablet.exe","17276","CreateFile","C:\Windows\explorer.exe","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2105893","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Windows\explorer.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:10,2106271","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Windows\explorer.exe","SUCCESS","SyncType: SyncTypeOther"
"16:53:10,2106753","Wacom_Tablet.exe","17276","CloseFile","C:\Windows\explorer.exe","SUCCESS",""
"16:53:10,2107575","Wacom_Tablet.exe","17276","RegOpenKey","HKLM\Software\Microsoft\LanguageOverlay\OverlayPackages\de-DE","SUCCESS","Desired Access: Read"
